    Index      rate  quality    brain_area
951769365   0.03141  good       VISp
951769371   0.25679  good       VISp
951769377   0.16978  noise
951769383   0.08019  good       LP
951769390   0.21091  good       DG
951769395   0.03947  good       DG
951769401   0.16813  noise      CA1
951769406   0.0434   noise      CA1
951769412   0.05704  noise      CA1
951769418   0.01963  noise      CA1
951769424   0.15046  good       VISp
951769429   0.03513  good       VISp
951769435   0.07027  good       VISp
951769443   0.09135  good       DG
951769448   0.04681  good       DG
951769456   0.04392  noise      CA1
951769462   0.00827  noise      CA1
951769470   0.07368  noise      CA1
951769475   0.05043  noise      CA1
951769482   3.38115  good       CA1
951769487   0.26702  noise      CA1
951769493   0.40022  good       VISp
951769500   0.06045  good       VISp
951769506   0.05539  noise      CA1
951769514   0.02098  noise      CA1
951769521   0.0371   noise      CA1
951769527   0.01674  noise      CA1
951769538   0.01116  noise      CA1
951769546   0.14694  good       VISp
951769554   0.07172  noise      CA1
951769645   1.43048  good       APN
951769654   2.99788  good       APN
951769662  33.2358   good       APN
951769668  19.8743   good       APN
951769674   0.00413  noise      APN
951769681   3.13717  good       APN
951769688   3.78963  good       APN
951769694  30.0669   good       APN
951769698  37.0382   good       APN
951769706   2.10733  good       APN
951769711   1.39586  good       APN
951769718   0.04795  good       APN
951769724   1.20748  good       APN
951769730   1.56461  good       APN
951769737   0.54086  good       APN
951769744  11.9715   good       APN
951769751   1.9887   good       APN
951769758   1.55376  good       APN
951769764   3.96613  good       APN
951769771  51.3402   good       APN
951769776   1.74369  good       APN
951769784   0.36385  good       APN
951769790  32.9643   good       APN
951769797   1.20262  good       APN
951769803  25.6825   good       APN
951769808  45.8666   good       APN
951769813   0.51606  good       APN
951769818  12.9885   good       APN
951769822   0.05198  good       APN
951769826  38.6449   good       APN
951769833  33.3518   good       APN
951769839   0.30897  good       APN
951769846   2.36701  noise      APN
951769857   6.66723  good       APN
951769864   4.09944  noise      APN
951769870   1.66247  good       APN
951769875   3.81971  good       APN
951769878  27.2155   good       APN
951769883   2.62452  good       APN
951769890  25.5366   good       APN
951769898  25.2519   good       APN
951769905  20.452    good       APN
951769911   2.5649   noise      APN
951769917   0.6165   good       APN
951769923  47.8529   good       APN
951769930   6.53403  good       APN
951769935   3.4045   noise      APN
951769941  33.4774   good       APN
951769948  39.7706   good       APN
951769953   0.00682  good       APN
951769959   8.49503  good       APN
951769966   0.20957  noise      APN
951769971   1.13907  good       APN
951769978  35.3371   good       APN
951769985  10.3165   good       APN
951769992   0.37335  good       APN
951769999   2.20922  noise      APN
951770005   5.12298  good       APN
951770012   4.62014  noise      APN
951770018  13.4504   good       APN
951770024   9.66686  good       APN
951770031   1.18785  good       APN
951770036  41.438    good       APN
951770042   3.69715  good       APN
951770049  19.4763   noise      APN
951770053   8.94733  good       APN
951770058   0.70961  noise      APN
951770063  13.2811   good       APN
951770068  38.2703   good       APN
951770072   2.30067  good       APN
951770077   0.30856  good       APN
951770082   2.02931  good       APN
951770087   0.0124   noise      APN
951770091   1.88815  good       APN
951770093  46.1365   good       APN
951770098   0.03224  good       APN
951770102   0.0094   noise      APN
951770105   0.01529  good       APN
951770111   0.24811  good       APN
951770116   0.01416  noise      APN
951770121   0.01157  noise      APN
951770127   0.02253  good       APN
951770132   2.404    good       APN
951770136   0.5267   good       APN
951770142   2.90952  good       APN
951770147   2.11745  good       APN
951770154  10.0171   good       APN
951770159   0.18766  good       APN
951770164   5.28366  noise      APN
951770170  17.817    good       APN
951770178   3.51083  noise      APN
951770183   6.9079   good       APN
951770188  35.2797   good       APN
951770196   8.93566  good       APN
951770200   4.70416  good       APN
951770205   6.16409  good       APN
951770210   0.75301  good       APN
951770214   5.3033   good       APN
951770220  28.654    good       APN
951770224   8.07962  good       APN
951770229   2.06527  good       APN
951770234  22.1688   good       APN
951770238   5.75922  good       APN
951770243   2.45495  good       APN
951770248   0.73585  good       APN
951770251   2.08718  noise      APN
951770258   0.09435  noise      APN
951770264   0.13196  good       APN
951770270   0.02542  good       APN
951770276   3.03642  good       APN
951770283  13.0684   good       APN
951770288  36.0112   good       APN
951770295   7.37415  good       APN
951770300  18.2104   good       APN
951770307   0.15242  good       APN
951770312   3.81661  good       APN
951770315  12.5504   good       APN
951770321   4.15937  good       APN
951770327   2.71463  good       APN
951770333  41.5639   good       APN
951770340   3.59846  good       APN
951770347   2.79255  good       APN
951770353   0.00114  good       APN
951770358  15.6871   good       APN
951770366   4.55928  good       APN
951770375   0.00434  good       APN
951770379   0.68574  good       APN
951770386   0.76241  good       APN
951770391   0.38668  noise      APN
951770397   0.05208  good       APN
951770401   0.40373  noise      APN
951770406   3.30272  good       APN
951770412   4.56641  good       APN
951770417   2.03014  good       APN
951770423  40.8491   good       APN
951770428   7.49309  good       APN
951770434  42.6069   good       APN
951770439  44.0604   good       APN
951770446   9.16289  good       APN
951770452   3.19711  good       APN
951770457   6.71766  good       APN
951770465   8.21706  good       APN
951770470   8.14875  good       APN
951770477  37.1047   good       APN
951770484   5.17609  good       APN
951770489   0.94955  good       APN
951770497   0.73007  good       APN
951770501   4.21404  good       POL
951770508   1.8741   good       POL
951770513   4.27707  good       POL
951770519   0.70237  good       POL
951770525   1.99056  good       POL
951770530   0.0062   good       POL
951770536   0.05177  good       POL
951770542   0.19747  good       POL
951770548   1.45735  good       POL
951770556   0.10809  noise      POL
951770561   1.84444  good       POL
951770569   0.14798  noise      POL
951770574  16.8392   noise      LP
951770580   0.00765  noise      LP
951770586   7.93485  good       LP
951770592   1.68127  good       LP
951770599   0.13227  good       LP
951770604   5.58602  good       LP
951770610   0.3222   good       LP
951770618   0.14901  good       LP
951770623   0.16317  noise      LP
951770630   0.05311  noise      LP
951770636   1.18382  noise      LP
951770641   1.42738  noise      DG
951770647   2.63909  noise      DG
951770653   0.93426  noise      DG
951770658   3.0141   noise      DG
951770663  21.2313   noise      DG
951770670   1.88836  noise      DG
951770674   2.97886  noise      DG
951770680   0.01767  good       DG
951770685   0.08742  noise      DG
951770691   0.94656  good       DG
951770696   0.0744   good       DG
951770704   0.95203  noise      DG
951770708   1.23135  good       DG
951770714   1.40785  good       DG
951770720  12.3374   good       DG
951770728  13.9405   good       DG
951770735   1.29015  noise      DG
951770742   3.76835  good       DG
951770748   1.0222   good       DG
951770755   7.26544  good       DG
951770760   0.29544  noise      DG
951770768   0.5141   noise      DG
951770773  11.2351   noise      DG
951770780   3.64     good       DG
951770785   3.57532  noise      DG
951770791   0.00537  noise      DG
951770795   1.7439   noise      DG
951770802   0.4058   noise      CA1
951770808   0.29275  noise      CA1
951770814   2.82355  noise      DG
951770822   5.15015  noise      CA1
951770828   2.51685  noise      CA1
951770834   9.90298  noise      CA1
951770842   3.29125  noise      CA1
951770847   0.00434  good       CA1
951770854   1.60326  noise      CA1
951770860   2.06372  good       CA1
951770867   2.47717  noise      CA1
951770873   3.86228  good       CA1
951770880   0.34214  noise      CA1
951770886   1.24447  noise      CA1
951770891   3.36224  noise      CA1
951770896   4.17508  noise      CA1
951770901   2.79089  noise      CA1
951770908   0.65711  good       CA1
951770914   2.69304  noise      CA1
951770921   2.56759  noise      CA1
951770928   3.41143  good       CA1
951770943   0.82007  noise      CA1
951770949   7.27515  good       CA1
951770955   3.869    good       CA1
951770960   3.89628  good       CA1
951770965   2.26109  good       CA1
951770969   0.96547  noise      CA1
951770976   5.17216  good       CA1
951770981   3.4756   good       CA1
951770987   3.96231  good       CA1
951770994   7.32072  good       CA1
951771000   1.40661  noise      CA1
951771005   4.06492  good       CA1
951771013   5.3747   good       CA1
951771018   1.93496  good       CA1
951771024   8.65086  good       CA1
951771032   6.05693  good       CA1
951771038   1.6262   noise      CA1
951771043   1.92535  good       CA1
951771050  10.1953   good       CA1
951771057   5.83796  good       CA1
951771064  14.5114   good       CA1
951771069   2.92957  good       CA1
951771077   0.01912  good       CA1
951771083   3.73104  good       CA1
951771089   1.26979  good       CA1
951771095   3.76111  noise      CA1
951771103   4.8884   good       CA1
951771110   5.96702  good       CA1
951771115   0.84911  good       CA1
951771121   3.54969  good       CA1
951771128   6.16161  good       CA1
951771135   3.06256  good       CA1
951771142   4.31344  good       CA1
951771148   2.52987  good       CA1
951771155   0.56235  good       CA1
951771161   8.70253  good       CA1
951771167   7.51086  good       CA1
951771174   9.14336  good       CA1
951771180   7.4625   good       CA1
951771188   3.9774   good       CA1
951771194   0.02645  noise      CA1
951771199   7.97298  good       CA1
951771206   2.36866  good       CA1
951771211   5.55864  good       CA1
951771218   0.38296  good       CA1
951771224   7.28487  good       CA1
951771229   2.20705  good       CA1
951771234   1.37302  good       CA1
951771239   2.48233  good       CA1
951771246   1.51552  good       CA1
951771252   0.91514  noise      CA1
951771257   0.14436  noise      CA1
951771263   5.93799  good       CA1
951771270   0.87722  noise      CA1
951771276   0.47348  noise      CA1
951771283   3.91767  good       CA1
951771288  23.3667   good       CA1
951771294   1.09433  good       CA1
951771300   1.47967  noise      CA1
951771307   1.63054  noise      CA1
951771313  24.9118   good       VISam
951771320   6.55645  good       VISam
951771326   3.15164  good       VISam
951771331   7.01433  good       VISam
951771338   2.82262  good       VISam
951771344   1.48122  noise      VISam
951771349   0.00496  good       VISam
951771357   0.39929  good       VISam
951771362   2.05752  noise      VISam
951771368   5.53353  good       VISam
951771374   7.31979  good       VISam
951771381   2.6857   noise      VISam
951771387  16.6017   good       VISam
951771393   1.57887  good       VISam
951771400   1.9175   good       VISam
951771405   5.89996  good       VISam
951771412   1.98229  good       VISam
951771418   3.86786  good       VISam
951771425   0.40549  good       VISam
951771431   5.86503  good       VISam
951771438   4.19388  good       VISam
951771443   1.38098  good       VISam
951771449   1.79143  good       VISam
951771453   3.01431  good       VISam
951771458   1.86583  good       VISam
951771465   0.02914  noise      VISam
951771471   0.03493  noise      VISam
951771477   0.35723  good       VISam
951771483   0.86812  good       VISam
951771488   2.25034  good       VISam
951771494   1.36796  good       VISam
951771499   1.9794   good       VISam
951771507   2.54867  good       VISam
951771512   4.34724  good       VISam
951771517   3.91891  noise      VISam
951771522   4.67925  good       VISam
951771528   0.57196  good       VISam
951771533   0.68016  good       VISam
951771538   2.74791  good       VISam
951771543   2.02022  good       VISam
951771547   4.78693  good       VISam
951771552   2.32061  noise      VISam
951771558   6.86873  good       VISam
951771563   0.11915  good       VISam
951771568   0.00651  good       VISam
951771572   2.39574  good       VISam
951771577   3.0018   good       VISam
951771583   5.8083   good       VISam
951771588   5.41314  good       VISam
951771594   3.27368  good       VISam
951771601   5.52867  good       VISam
951771607   1.00194  good       VISam
951771613   4.61436  good       VISam
951771620   6.89674  good       VISam
951771626   1.36703  good       VISam
951771633   2.41093  good       VISam
951771639  11.5399   good       VISam
951771645   4.6558   good       VISam
951771652   5.98996  good       VISam
951771658  11.5414   good       VISam
951771665   8.46951  good       VISam
951771670  13.1894   good       VISam
951771676   9.0145   good       VISam
951771684  18.1031   good       VISam
951771690  10.0666   good       VISam
951771697   5.62436  good       VISam
951771701   7.59312  good       VISam
951771706   2.95881  good       VISam
951771712  19.8755   good       VISam
951771718   2.07374  good       VISam
951771724   8.25695  good       VISam
951771730   4.56145  good       VISam
951771735  14.1265   good       VISam
951771742   4.94235  good       VISam
951771747   6.43018  good       VISam
951771753   1.40289  good       VISam
951771759   0.84095  good       VISam
951771764   0.37914  good       VISam
951771771   2.218    good       VISam
951771777   3.94567  good       VISam
951771782   9.33443  good       VISam
951771788   3.70903  noise      VISam
951771794   2.83161  good       VISam
951771800   3.41215  good       VISam
951771806   3.12219  good       VISam
951771813   1.75506  good       VISam
951771818   3.30881  good       VISam
951771824   6.21451  good       VISam
951771831   2.3697   good       VISam
951771837   3.87396  noise      VISam
951771844   2.08521  good       VISam
951771850   3.78664  good       VISam
951771856   1.62589  good       VISam
951771862   2.99746  good       VISam
951771866   0.01044  good       VISam
951771872   1.64263  good       VISam
951771878   4.61539  good       VISam
951771885   4.81121  good       VISam
951771892   0.48216  noise      VISam
951771898  21.6197   good       VISam
951771904   3.51838  noise      VISam
951771910  12.4171   good       VISam
951771918   8.58276  good       VISam
951771924   1.99087  noise      VISam
951771931  10.2836   good       VISam
951771938   2.95086  good       VISam
951771944   3.20909  noise
951771951   0.93333  noise
951771958   7.62329  noise
951771965   5.10593  noise
951771971   0.51761  good       APN
951771979   0.03338  good       APN
951771985   0.17319  noise      APN
951771992  39.7843   good       APN
951771998   0.24522  good       APN
951772005   0.33904  good       APN
951772012   0.12359  good       APN
951772018   0.21732  good       APN
951772026  33.3255   good       APN
951772032   1.78823  good       APN
951772037   0.07182  good       APN
951772045   0.15562  good       POL
951772049   0.10788  good       POL
951772057   0.034    good       POL
951772063   0.91008  good       POL
951772073   0.28097  good       POL
951772078   0.31662  good       LP
951772083   0.86719  good       DG
951772090   2.37993  good       DG
951772095   0.09941  good       CA1
951772101   0.46284  good       VISam
951772107   0.80612  good       VISam
951772113   0.5328   good       VISam
951772119   0.14643  noise
951772125   0.06965  good       APN
951772131   0.08639  good       POL
951772137   0.05384  good       POL
951772142   0.03472  good       POL
951772147   0.61784  good       APN
951772153   0.04557  good       DG
951772159   0.24501  good       CA1
951772221   4.70457  good       VPM
951772227   3.72102  good       VPM
951772233   4.29154  good       VPM
951772239   2.28093  noise      VPM
951772247   4.57168  noise      VPM
951772253   3.104    noise      VPM
951772260   3.12601  good       VPM
951772266   0.01395  good       VPM
951772273   9.67812  good       VPM
951772280   3.65292  good       VPM
951772286   5.45903  good       VPM
951772293   0.12597  good       VPM
951772298   6.74628  good       VPM
951772304  10.3528   good       VPM
951772310   1.77521  noise      VPM
951772316  10.7254   good       VPM
951772322   8.32804  good       VPM
951772328   6.40651  good       VPM
951772334  18.4867   good       VPM
951772340   5.77689  noise      VPM
951772344   0.73565  noise      VPM
951772351   2.77353  good       VPM
951772355  15.4752   good       VPM
951772361  15.1415   good       VPM
951772367  13.1557   good       VPM
951772373   9.70323  good       VPM
951772379   7.98435  good       VPM
951772385  12.4186   good       VPM
951772391   3.13418  good       VPM
951772397  11.6179   good       VPM
951772402  11.3955   good       VPM
951772407   2.20756  noise      VPM
951772413  10.3179   good       VPM
951772419   1.6946   good       VPM
951772428  10.7328   good       VPM
951772434  12.0966   good       VPM
951772441   5.97333  good       VPM
951772448   0.38296  good       VPM
951772455  18.6347   good       VPM
951772462   8.74727  good       VPM
951772468   1.84847  noise      VPM
951772475   9.45988  good       VPM
951772482   7.84856  good       VPM
951772489   0.06582  good       VPM
951772495  11.0722   good       VPM
951772502   2.96905  good       VPM
951772509  17.9442   good       VPM
951772515   3.88615  noise      VPM
951772523   4.55339  noise      VPM
951772529  14.0161   good       VPM
951772535   6.00805  good       VPM
951772541   8.51777  good       VPM
951772548   8.34685  good       VPM
951772555   3.23121  good       VPM
951772561   0.59077  good       VPM
951772569   0.12566  noise      VPM
951772576  11.8787   good       VPM
951772581   4.21889  good       VPM
951772589   7.18174  good       VPM
951772595   3.95766  good       VPM
951772600   8.49968  good       VPM
951772606   1.89136  good       VPM
951772612  15.3178   good       VPM
951772618   8.75554  good       VPM
951772623   4.32357  good       VPM
951772630   2.79782  good       VPM
951772635   7.88483  good       VPM
951772640  19.2235   good       VPM
951772647  11.4084   good       VPM
951772653   8.2618   good       VPM
951772659  15.0126   good       VPM
951772665   4.13767  good       VPM
951772671   7.32217  good       VPM
951772678   2.33477  good       VPM
951772685   4.5414   good       VPM
951772690  14.0128   good       VPM
951772696  10.392    good       VPM
951772703   0.6567   good       VPM
951772710   1.17059  noise      VPM
951772716   0.26392  noise      VPM
951772723  14.0084   good       VPM
951772728   2.47551  noise      VPM
951772734   6.73936  good       VPM
951772739   9.04798  good       VPM
951772745  13.1074   good       VPM
951772751  13.2988   good       VPM
951772757  11.6707   good       VPM
951772761  13.112    good       VPM
951772766  16.3706   good       VPM
951772774   0.82658  good       VPM
951772782   0.01033  good       VPM
951772789   6.37034  good       VPM
951772795   8.44626  good       VPM
951772802   5.88198  good       VPM
951772809   7.97732  noise      VPM
951772815   2.64416  good       VPM
951772822   7.36898  good       VPM
951772829   0.13041  noise      VPM
951772835  17.3807   good       VPM
951772842   7.26906  good       VPM
951772849   8.62214  good       VPM
951772855   1.47367  noise      VPM
951772864   4.52611  good       VPM
951772870   1.61958  good       VPM
951772876   8.47416  good       VPM
951772884  12.4035   good       VPM
951772890   0.17412  good       VPM
951772896   1.20283  good       VPM
951772900   0.94242  good       VPM
951772906  22.9855   good       VPM
951772914   1.54022  noise      VPM
951772920   1.10528  noise      VPM
951772926   9.69156  good       VPM
951772932  12.5661   good       VPM
951772938   8.21799  good       VPM
951772945   8.04211  good       VPM
951772952   7.12284  good       VPM
951772958   8.39697  good       VPM
951772963   5.69318  good       VPM
951772969  15.0003   good       VPM
951772975  18.025    good       VPM
951772981   8.63671  noise      VPM
951772987   9.09717  good       VPM
951772993   1.1494   good       VPM
951773000  14.0709   good       VPM
951773011   4.41874  good       VPM
951773018   3.55971  good       VPM
951773024   0.77678  good       VPM
951773030   5.0059   good       VPM
951773035  11.9163   good       VPM
951773043  15.1822   good       VPM
951773049   6.09082  good       VPM
951773054   1.77428  good       VPM
951773061   6.19881  good       VPM
951773069  11.9444   good       VPM
951773075  11.032    good       VPM
951773083  15.5343   good       VPM
951773089  10.2341   good       VPM
951773096  19.8385   good       VPM
951773103  14.4526   good       VPM
951773110  10.6374   good       VPM
951773117   5.88622  good       VPM
951773123   5.89552  good       VPM
951773131   3.35097  good       VPM
951773137   9.55154  good       VPM
951773144  45.8654   good       VPM
951773151   5.87702  good       VPM
951773158   1.78802  good       VPM
951773164   6.55614  good       VPM
951773171  20.5879   good       VPM
951773178   7.93516  good       VPM
951773184   7.36464  good       VPM
951773189   5.8487   good       VPM
951773195  12.4258   good       VPM
951773200   7.92534  good       VPM
951773205   2.09927  good       VPM
951773211  24.5946   good       VPM
951773216   8.96087  good       VPM
951773222   2.38499  good       VPM
951773227  28.6015   good       VPM
951773233  27.4672   good       VPM
951773238  21.7692   good       VPM
951773242   2.26584  good       VPM
951773246   7.70462  good       VPM
951773251   5.49767  good       VPM
951773257  16.671    good       VPM
951773262  13.6102   good       VPM
951773268   5.20575  good       VPM
951773273   7.88153  good       VPM
951773278   3.29879  good       VPM
951773284   5.82824  good       VPM
951773289  21.2072   good       VPM
951773295   0.88755  noise      VPM
951773300  17.8141   good       VPM
951773305   0.66001  good       LGd
951773310   0.00909  noise      LGd
951773315   4.69124  good       LGd
951773320  11.3156   good       LGd
951773325   4.03867  good       LGd
951773332   3.75285  good       LGd
951773337  10.0735   good       LGd
951773342  11.6127   good       LGd
951773346   2.5774   noise      LGd
951773350   1.16966  noise      LGd
951773356   2.28124  noise      LGd
951773361   6.95708  good       LGd
951773368   6.06116  good       LGd
951773373   9.64351  good       LGd
951773378   6.23911  noise      LGd
951773384  14.4246   good       LGd
951773389   9.8353   good       LGd
951773395   9.01181  good       LGd
951773401   5.89521  good       LGd
951773407  17.2197   good       LGd
951773412   5.74992  good       LGd
951773418   7.05133  good       LGd
951773423   9.72349  good       LGd
951773429   2.03365  good       LGd
951773435   5.71612  good       LGd
951773441  10.7019   good       LGd
951773446   6.60864  good       LGd
951773452   6.75145  good       LGd
951773458   8.26149  good       LGd
951773463   6.89054  good       LGd
951773469   0.52939  good       LGd
951773474  12.0999   good       LGd
951773480   8.47023  good       LGd
951773485  17.9799   good       LGd
951773490   0.04381  noise      LGd
951773496   5.71054  good       LGd
951773501  10.275    good       LGd
951773507  11.7831   good       LGd
951773513  14.1525   good       LGd
951773518  11.593    good       LGd
951773523   4.68132  good       LGd
951773533   7.15776  good       LGd
951773538  10.1507   good       LGd
951773542   4.49346  good       LGd
951773548   0.31176  good       LGd
951773553   8.24196  good       LGd
951773560   0.00176  good       LGd
951773565  13.1914   good       LGd
951773570   0.0032   good       LGd
951773577   8.17376  good       LGd
951773582   3.94536  good       LGd
951773587  10.9628   good       LGd
951773594  10.7748   good       LGd
951773599   0.00837  noise      LGd
951773605   6.66568  good       LGd
951773611  11.5895   good       LGd
951773616   2.00193  good       LGd
951773622  11.3103   good       LGd
951773628   3.25208  good       LGd
951773633   1.76239  good       LGd
951773638   9.19493  good       LGd
951773644   8.98805  good       LGd
951773650  10.012    good       LGd
951773656   8.05689  good       LGd
951773662   7.08966  good       LGd
951773667   2.58474  good       LGd
951773673  11.9129   good       LGd
951773678  14.7664   good       LGd
951773683  19.4405   good       LGd
951773690  12.8355   good       LGd
951773696  15.4212   good       LGd
951773701   4.61828  good       LGd
951773706   7.06538  good       LGd
951773713  10.5483   good       LGd
951773718   3.08065  good       LGd
951773724   0.01044  good       LGd
951773730  13.4889   good       LGd
951773735   1.32249  noise      LGd
951773741  10.9077   good       CA3
951773747   5.22662  noise      CA3
951773752   2.11353  noise      CA3
951773758   7.64623  good       CA3
951773765   1.74875  noise      CA3
951773770   4.37545  good       CA3
951773775   4.7428   good       CA3
951773780   2.17315  noise      CA3
951773786   0.03276  good       CA3
951773792  12.5212   good       CA3
951773797   2.61564  noise      CA3
951773803  22.0037   good       CA3
951773808   4.94266  good       CA3
951773813   2.64488  good       CA3
951773819   1.51129  good       CA3
951773824   0.10819  good       CA3
951773832   0.97198  good       CA3
951773838  15.3389   good       CA3
951773843   0.53187  good       CA3
951773849   2.82396  noise      CA3
951773853   0.13124  noise      CA3
951773856   1.28798  noise      CA3
951773862   0.02532  noise      CA3
951773869   9.21497  good       CA3
951773874   0.24201  noise      CA3
951773879   0.00424  good       CA3
951773886   0.02842  good       CA3
951773892   0.20161  good       CA3
951773897   0.03121  noise      CA3
951773903  32.447    noise      CA3
951773908   3.27905  good       CA3
951773914  20.7261   good       CA3
951773920   0.06861  noise      CA3
951773926   0.04051  noise      CA3
951773929   0.00279  noise      CA3
951773931  13.1911   good       CA3
951773933  26.4001   good       CA3
951773935  15.1065   good       CA3
951773937   0.71911  noise      CA3
951773940   2.06093  good       CA3
951773943   1.61855  noise      CA3
951773945   5.53167  noise      CA3
951773948  11.6486   noise      CA3
951773950   6.02014  good       CA3
951773956   2.38127  noise      CA3
951773960   1.28632  noise      CA3
951773965   4.68432  good       CA2
951773969   3.59402  noise      CA3
951773973   2.29695  noise      CA2
951773977   2.75359  noise      CA2
951773982  12.0485   good       CA2
951773986   8.86012  good       CA1
951773990   2.37032  good       CA1
951773994   4.72214  good       CA1
951774002   2.18173  good       CA1
951774008   3.6709   good       CA1
951774013   4.5722   noise      CA1
951774019   3.26014  good       CA1
951774024   4.29412  good       CA1
951774030   7.90808  good       CA1
951774035   1.57298  good       CA1
951774039  10.0113   good       CA1
951774044   5.67055  good       CA1
951774049   3.17148  good       CA1
951774054   0.59067  good       CA1
951774059  45.3328   good       CA1
951774065   0.12969  good       CA1
951774070   4.59214  good       CA1
951774075   0.10881  good       CA1
951774082   1.11096  good       CA1
951774086   2.80422  good       CA1
951774091   3.19235  good       CA1
951774097  22.7047   good       CA1
951774103   1.08368  good       CA1
951774108   7.15993  good       CA1
951774113   0.09548  good       CA1
951774118   3.24485  good       CA1
951774124   0.6009   good       CA1
951774130   6.34275  good       CA1
951774134   0.76086  good       CA1
951774140   0.20202  good       CA1
951774145   0.43752  good       CA1
951774150   6.21327  good       CA1
951774156   0.01261  good       CA1
951774161   0.01891  good       CA1
951774166   6.77511  good       CA1
951774172   4.30187  good       CA1
951774176   1.91233  good       CA1
951774180   0.02046  good       CA1
951774186   1.58507  noise      CA1
951774192   1.27031  good       CA1
951774197  14.1142   good       CA1
951774203   2.40617  good       CA1
951774208   2.43108  good       CA1
951774213   8.71751  good       CA1
951774220   2.89175  good       CA1
951774225   3.53119  good       CA1
951774231   6.2483   good       CA1
951774237   0.16988  good       CA1
951774242   4.82031  good       CA1
951774247  24.9531   good       CA1
951774253   4.07505  good       CA1
951774258   0.63655  good       CA1
951774264   4.27221  good       CA1
951774269   1.69915  good       CA1
951774275   3.28319  good       CA1
951774280   0.91483  noise      CA1
951774286   7.29623  noise      CA1
951774290   3.97678  noise      CA1
951774295   2.4254   good       CA1
951774299   0.01147  noise      CA1
951774304   7.5027   good       CA1
951774308  13.8395   good       CA1
951774313   3.97595  good       CA1
951774318   4.31592  good       CA1
951774322  10.2349   good       CA1
951774327   5.38824  good       CA1
951774331   6.53475  good       CA1
951774337  30.3643   good       CA1
951774341   2.66141  good       CA1
951774347   1.14579  noise      VISrl
951774352   1.91512  good       VISrl
951774357   1.55748  noise      VISrl
951774362   2.41196  noise      VISrl
951774364   3.73487  good       VISrl
951774368   4.57788  good       VISrl
951774374   4.24442  good       VISrl
951774380   5.31932  good       VISrl
951774386   0.46253  noise      VISrl
951774393   3.09356  good       VISrl
951774401   2.91841  good       VISrl
951774407   2.73168  good       VISrl
951774414   2.32144  good       VISrl
951774420   4.20411  good       VISrl
951774427   2.8065   good       VISrl
951774433   9.01998  noise      VISrl
951774439   2.68983  good       VISrl
951774448  10.3982   good       VISrl
951774454   2.77147  good       VISrl
951774461   1.37426  good       VISrl
951774466   1.02964  noise      VISrl
951774473   3.55062  good       VISrl
951774479   3.90702  good       VISrl
951774484   2.11404  noise      VISrl
951774491   1.71424  good       VISrl
951774502   6.93642  noise      VISrl
951774507   2.62225  good       VISrl
951774513   0.66073  noise      VISrl
951774520  17.2249   good       VISrl
951774527   0.80592  good       VISrl
951774533   0.02645  good       VISrl
951774538   0.09207  noise      VISrl
951774544   0.11501  noise      VISrl
951774549   1.59003  good       VISrl
951774555   0.01447  good       VISrl
951774562   2.70048  good       VISrl
951774567   2.73571  good       VISrl
951774572   2.62421  good       VISrl
951774576   3.32142  good       VISrl
951774582   1.86366  good       VISrl
951774588  10.9189   good       VISrl
951774592  18.9308   good       VISrl
951774598   3.77403  noise      VISrl
951774603   5.37553  good       VISrl
951774609   1.08079  good       VISrl
951774614   9.83375  good       VISrl
951774620   8.5343   good       VISrl
951774625   2.47717  good       VISrl
951774631   8.54856  good       VISrl
951774636  17.9195   good       VISrl
951774641   0.00083  good       VISrl
951774648  13.007    good       VISrl
951774653  11.9066   good       VISrl
951774659   7.84381  good       VISrl
951774664   9.02308  good       VISrl
951774670   2.4595   good       VISrl
951774676   8.36369  good       VISrl
951774682   3.01792  good       VISrl
951774686   2.36773  good       VISrl
951774692   5.19159  good       VISrl
951774697   3.62357  good       VISrl
951774704   2.26626  good       VISrl
951774708   2.1035   good       VISrl
951774713   3.15867  good       VISrl
951774719   2.25675  good       VISrl
951774724   4.8387   noise      VISrl
951774730  15.427    good       VISrl
951774736   8.75523  good       VISrl
951774741   1.59148  good       VISrl
951774745   4.33163  good       VISrl
951774752   7.80909  good       VISrl
951774757   1.71279  good       VISrl
951774761   2.3604   good       VISrl
951774768   3.21633  good       VISrl
951774772   1.79246  good       VISrl
951774777   5.85552  good       VISrl
951774783   1.22463  good       VISrl
951774785   3.60363  good       VISrl
951774791   3.0265   noise      VISrl
951774796   2.2892   good       VISrl
951774800   1.44009  noise      VISrl
951774806   3.8847   good       VISrl
951774812   0.85417  good       VISrl
951774817   1.44153  good       VISrl
951774823   0.06531  noise      VISrl
951774827   0.51503  good       VISrl
951774832   0.86151  good       VISrl
951774838   0.71219  good       VISrl
951774845   5.84715  good       VISrl
951774850   1.69874  good       VISrl
951774856   3.67338  noise      VISrl
951774862   2.26429  noise      VISrl
951774866   2.56294  noise      VISrl
951774872   3.04841  good       VISrl
951774878   3.83149  good       VISrl
951774884   0.12938  good       VISrl
951774890   0.00176  noise
951774895   8.19463  noise
951774900   2.1871   noise
951774906   0.01126  noise
951774913   2.63393  noise
951774918   0.81625  noise
951774924   0.00496  good       VPM
951774930   8.73084  good       VPM
951774934  21.6061   good       VPM
951774941   0.55357  good       VPM
951774947   6.24169  good       LGd
951774952  10.4657   good       LGd
951774958   9.37008  good       LGd
951774963   3.82084  good       LGd
951774969   0.28262  good       LGd
951774975   0.0279   good       CA3
